# 2D perovskite n=3 bulk
252 atoms
5 atom types
0.0 8.6092997 xlo xhi
0.0 9.1272001 ylo yhi
0.0 52.6968003 zlo zhi

Atoms # atomic

1 1 6.456975 4.6352463 7.210701
2 1 2.1523249 4.6352463 33.5591011
3 1 6.456975 0.0745831 20.7341385
4 1 2.1523249 0.0745831 47.0825386
5 1 6.456975 0.1656109 33.5570793
6 1 2.1523249 0.1656109 7.2086802
7 1 6.456975 4.7338991 47.0907021
8 1 2.1523249 4.7338991 20.7423039
9 1 6.456975 4.6763244 0.8027172
10 1 2.1523249 4.6763244 27.1511173
11 1 6.456975 0.111555 27.1510258
12 1 2.1523249 0.111555 0.8026271
13 2 6.456975 4.5443921 3.9592474
14 2 6.456975 4.3232021 10.2619515
15 2 2.1523249 4.5443921 30.3076477
16 2 2.1523249 4.3232021 36.6103516
17 2 6.456975 9.0914927 23.9905396
18 2 6.456975 8.887642 17.686039
19 2 2.1523249 9.0914927 50.3389397
20 2 2.1523249 8.887642 44.0344391
21 2 6.456975 0.2794402 30.312973
22 2 6.456975 0.480047 36.6102371
23 2 2.1523249 0.2794402 3.9645706
24 2 2.1523249 0.480047 10.2618351
25 2 6.456975 4.8362203 50.3442497
26 2 6.456975 5.0398889 44.0391922
27 2 2.1523249 4.8362203 23.9958458
28 2 2.1523249 5.0398889 17.690794
29 2 4.3077846 2.3907509 0.3871413
30 2 4.3008175 2.4044848 6.8811894
31 2 0.004922 6.9687754 27.572218
32 2 8.6034298 6.9575234 21.074337
33 2 0.0031347 2.3907509 26.7355404
34 2 8.6054678 2.4044848 33.2295914
35 2 4.3095722 6.9687754 1.2238163
36 2 4.29878 6.9575234 47.4227371
37 2 8.6043778 6.9687754 1.2238163
38 2 0.0058699 6.9575234 47.4227371
39 2 4.3015151 2.3907509 26.7355404
40 2 4.3084822 2.4044848 33.2295914
41 2 4.2997279 6.9687754 27.572218
42 2 4.3105197 6.9575234 21.074337
43 2 8.606165 2.3907509 0.3871413
44 2 0.0038322 2.4044848 6.8811894
45 2 4.2997737 6.9539804 6.8440394
46 2 8.6079827 2.4023454 21.1130581
47 2 8.6044235 6.9539804 33.19244
48 2 4.3033323 2.4023454 47.4614563
49 2 0.0013174 2.4023454 47.4614563
50 2 4.309526 6.9539804 33.19244
51 2 4.3059673 2.4023454 21.1130581
52 2 0.004876 6.9539804 6.8440394
53 3 6.456975 5.4675164 36.392395
54 3 6.456975 4.876257 37.7880059
55 3 6.456975 5.9875694 38.839821
56 3 6.456975 5.4504276 40.2655335
57 3 6.456975 4.2059937 30.0300293
58 3 2.1523249 5.4675164 10.0439968
59 3 2.1523249 4.876257 11.4396057
60 3 2.1523249 5.9875694 12.4914217
61 3 2.1523249 5.4504276 13.9171296
62 3 2.1523249 4.2059937 3.6816299
63 3 6.456975 0.903816 44.2672806
64 3 6.456975 0.3120565 42.8720628
65 3 6.456975 1.423353 41.81987
66 3 6.456975 0.886673 40.3938484
67 3 6.456975 8.7702284 50.6289635
68 3 2.1523249 0.903816 17.9188786
69 3 2.1523249 0.3120565 16.5236626
70 3 2.1523249 1.423353 15.4714709
71 3 2.1523249 0.886673 14.0454483
72 3 2.1523249 8.7702284 24.2805653
73 3 6.456975 8.4678011 10.0442123
74 3 6.456975 9.0605459 11.4390946
75 3 6.456975 7.9492726 12.490901
76 3 6.456975 8.4856949 13.9167262
77 3 6.456975 0.5993819 3.6821611
78 3 2.1523249 8.4678011 36.3926125
79 3 2.1523249 9.0605459 37.7874947
80 3 2.1523249 7.9492726 38.8392982
81 3 2.1523249 8.4856949 40.2651253
82 3 2.1523249 0.5993819 30.0305614
83 3 6.456975 3.9034796 17.9182968
84 3 6.456975 4.4963937 16.5237847
85 3 6.456975 3.3853109 15.4714813
86 3 6.456975 3.9219518 14.0455656
87 3 6.456975 5.1634941 24.2812691
88 3 2.1523249 3.9034796 44.2666969
89 3 2.1523249 4.4963937 42.8721848
90 3 2.1523249 3.3853109 41.8198853
91 3 2.1523249 3.9219518 40.3939667
92 3 2.1523249 5.1634941 50.6296692
93 4 7.2912498 3.790792 35.3748627
94 4 5.5675082 6.0870008 36.2106552
